text,label,need_amb,source,is_synthetic
Pet scratch - no concern,rabies,0.0,(Synthetic),1.0
Garden snake bite,snake_bite,0.0,(Synthetic),1.0
Scorpion sting - local pain only,scorpion_sting,0.0,(Synthetic),1.0
Crush injury in factory - multiple metacarpal fractures,fractures,1.0,(Synthetic),1.0
"Multiple bee stings - throat tightening, known allergy",bee_sting,1.0,https://www.cdc.gov,0.0
"Scorpion sting - mild pain, no other symptoms",scorpion_sting,0.0,(Synthetic),1.0
Child went underwater briefly - scared but fine,drowning,0.0,(Synthetic),1.0
Child choking on grape - lips turning pale,choking,1.0,(Synthetic),1.0
Blood donor fainted - pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
Person sank underwater after jumping from boat,drowning,1,(Synthetic),1
Allergic reaction to bee sting - hives spreading fast,bee_sting,1.0,(Synthetic),1.0
Small shock from laptop charger - startled,electric_shock,0.0,(Synthetic),1.0
Man fainted after blood test - now conscious,fainting,0.0,https://www.who.int,0.0
Dropped weight on foot – toes look all wrong,fractures,1,(Synthetic),1
Pet bird peck - no rabies risk,rabies,0.0,(Synthetic),1.0
Snake hiding in backpack bit neck,snake_bite,1,(Synthetic),1
Pet bird peck - superficial,rabies,0.0,(Synthetic),1.0
Bitten near heel during nature hike,snake_bite,1,(Synthetic),1
Lineman shocked by high-voltage line - irregular heartbeat,electric_shock,1.0,https://www.osha.gov,0.0
Heat exhaustion at festival - regained consciousness after cooling,fainting,0.0,(Synthetic),1.0
Twisted ankle while hiking - swollen but mobile,fractures,0.0,(Synthetic),1.0
Scorpion sting with severe abdominal pain,scorpion_sting,1.0,(Synthetic),1.0
Bat bite during sleep - small puncture on neck,rabies,1.0,(Synthetic),1.0
Multiple bee stings while mowing lawn,bee_sting,1,(Synthetic),1
Dog scratch from vaccinated pet - minor break in skin,rabies,0.0,(Synthetic),1.0
Teen fainted during blood draw - seizure-like movements,fainting,1.0,(Synthetic),1.0
"Ice fishing accident - fell through ice, hypothermic",drowning,1.0,(Synthetic),1.0
Snake bite in jungle - blurred vision,snake_bite,1.0,(Synthetic),1.0
Factory worker caught in machine - partial finger amputation,wounds,1.0,(Synthetic),1.0
Finger stub - fine,fractures,0.0,https://www.nhs.uk,0.0
"Boat capsized - victim inhaled seawater, coughing blood",drowning,1.0,(Synthetic),1.0
Stung on finger while picking up firewood,scorpion_sting,1,(Synthetic),1
Bee sting - normal,bee_sting,0.0,https://www.cdc.gov,0.0
Honeybee sting - mild swelling,bee_sting,0.0,https://www.cdc.gov,0.0
Small static shock from blanket,electric_shock,0.0,(Synthetic),1.0
Janitor electrocuted while cleaning wet floors - muscle spasms observed,electric_shock,1.0,(Synthetic),1.0
Child swallowed bathwater - coughing but alert,drowning,0.0,https://www.parents.com,0.0
Alzheimer's patient choking on food - confused state,choking,1.0,(Synthetic),1.0
Deep knife wound from kitchen accident - blood soaking through 3 towels,wounds,1.0,https://www.who.int,0.0
Fainted briefly after blood draw - now normal,fainting,0.0,https://www.who.int,0.0
"Athlete collapsed mid-game - no pulse, teammate initiated chest compressions",cpr,1.0,(Synthetic),1.0
"Teen pulled from lake - not breathing, pupils fixed",drowning,1.0,(Synthetic),1.0
Minor scratch from thorn bush,wounds,0.0,(Synthetic),1.0
Static - nothing,electric_shock,0.0,(Synthetic),1.0
Drowning victim pulled from lake - CPR in progress,cpr,1.0,https://www.redcross.org,0.0
Crushed hand in machine - bones exposed,fractures,1.0,(Synthetic),1.0
"Child choking on marble - silent crying, face turning purple",choking,1.0,(Synthetic),1.0
Rattlesnake bite while hiking - severe swelling within minutes,snake_bite,1.0,(Synthetic),1.0
Vaccinated cat scratch - minimal redness,rabies,0.0,https://www.vet.cornell.edu,0.0
Hot pan burn - reddened skin,burns,0.0,https://www.redcross.org,0.0
Scorpion sting - mild pain,scorpion_sting,0.0,(Synthetic),1.0
Knife wound while cooking - deep cut on palm,wounds,1.0,https://www.redcross.org,0.0
Diabetic fainted after insulin shot,fainting,1.0,(Synthetic),1.0
"INFANT CHOKING ON BALLOON - LIPS TURNING BLUE, CAN'T MAKE SOUND!",choking,1.0,https://www.healthychildren.org,0.0
Woman fainted in shower - hit head on tile floor,fainting,1.0,(Synthetic),1.0
Knife wound to abdomen - organ visible,wounds,1.0,(Synthetic),1.0
Child passed out from dehydration - vomiting when awakened,fainting,1.0,(Synthetic),1.0
Scorpion sting - brief pain,scorpion_sting,0.0,(Synthetic),1.0
Bee sting near eye during picnic – swelling began immediately,bee_sting,1,(Synthetic),1
Wasp sting - normal local reaction,bee_sting,0.0,(Synthetic),1.0
Hot pan touch - red,burns,0.0,https://www.redcross.org,0.0
Scorpion sting - ice helped quickly,scorpion_sting,0.0,(Synthetic),1.0
Mild scorpion sting - pain localized to area,scorpion_sting,0.0,(Synthetic),1.0
Scuba diver lost consciousness underwater,drowning,1.0,(Synthetic),1.0
Swimmer panicking and waving arms in sea,drowning,1,(Synthetic),1
Stray dog bite in rabies-endemic area,rabies,1.0,(Synthetic),1.0
Felt sharp bite on toe while walking barefoot near river,snake_bite,1,(Synthetic),1
Bat flew into bedroom at night and scratched my shoulder,rabies,1,(Synthetic),1
Broke his hand punching a wall!!,fractures,0,(Synthetic),1
"Fell from bicycle - deformed wrist, possible fracture",fractures,1.0,https://www.nhs.uk,0.0
Boiling water spill on arm - red skin with blisters,burns,1.0,(Synthetic),1.0
Jogger collapsed - agonal breathing observed,cpr,1.0,(Synthetic),1.0
Steam burn on finger,burns,0.0,https://www.redcross.org,0.0
Fainted post-vaccine - fine,fainting,0.0,https://www.who.int,0.0
"Man in 50s collapsed at restaurant - no pulse, skin pale and clammy",cpr,1.0,https://www.redcross.org,0.0
"Child pulled from pool - not breathing, lips blue",drowning,1.0,(Synthetic),1.0
Man collapsed at gym - bystander performing chest compressions,cpr,1.0,https://www.redcross.org,0.0
Toddler choking on small toy - weak cough and pale,choking,1.0,(Synthetic),1.0
Paper cut - minor bleeding,wounds,0.0,https://www.redcross.org,0.0
Hamster bite - no rabies risk,rabies,0.0,(Synthetic),1.0
Hot water burn - red skin,burns,0.0,https://www.redcross.org,0.0
Hamster bite - no risk,rabies,0.0,(Synthetic),1.0
Child stuck fork in outlet - burn marks on hand,electric_shock,1.0,(Synthetic),1.0
Teenager fainted after donating blood - recovered quickly with juice,fainting,0.0,https://www.redcrossblood.org,0.0
Deep laceration from broken glass - stitches needed,wounds,1.0,(Synthetic),1.0
Possible venomous snake bite - severe pain and swelling,snake_bite,1.0,(Synthetic),1.0
Man clutching chest - stopped breathing suddenly,cpr,1.0,(Synthetic),1.0
Snake in firewood pile bit hand,snake_bite,1,(Synthetic),1
Stubbed toe on furniture - painful but mobile,fractures,0.0,https://www.webmd.com,0.0
Accidental firecracker exploded near face – skin peeled,burns,1,(Synthetic),1
Child pulled from pool - unresponsive,drowning,1.0,(Synthetic),1.0
Bitten on foot while gathering firewood,snake_bite,1,(Synthetic),1
Bark scorpion sting - uncontrollable eye movements,scorpion_sting,1.0,(Synthetic),1.0
Felt two sharp punctures on ankle while walking in field,snake_bite,1,(Synthetic),1
Stubbed finger - no swelling,fractures,0.0,https://www.nhs.uk,0.0
Child licked on face by unknown puppy in alley,rabies,1,(Synthetic),1
Hot oil burn on arm - second degree burns with blisters,burns,1.0,https://www.redcross.org,0.0
"Choking on piece of steak - can't speak, panicking",choking,1.0,(Synthetic),1.0
Teenager shocked by faulty appliance - burn marks on hands,electric_shock,1.0,(Synthetic),1.0
Water inhalation - coughing,drowning,0.0,(Synthetic),1.0
Wasp sting - localized swelling,bee_sting,0.0,(Synthetic),1.0
Electric shock from outlet - minor finger burn,electric_shock,0.0,(Synthetic),1.0
Drowning victim - CPR ongoing,cpr,1.0,https://www.redcross.org,0.0
Scorpion sting - mild discomfort only,scorpion_sting,0.0,(Synthetic),1.0
Static shock from car door,electric_shock,0.0,(Synthetic),1.0
"Electrician got shocked by panel - burn marks on hands, complaining of chest pain",electric_shock,1.0,(Synthetic),1.0
Sting on cheek while opening beehive accidentally,bee_sting,1,(Synthetic),1
A toddler bit an electric cable and suffered burns to the mouth. Parents turned off power and rushed for help.,electric_shock,1.0,https://www.hse.gov.uk/electricity/injuries.htm,0.0
Hair dryer fell in bath - minor burns,electric_shock,0.0,(Synthetic),1.0
Steam burn while cooking - first degree redness on arm,burns,0.0,(Synthetic),1.0
Wasp - normal,bee_sting,0.0,https://www.cdc.gov,0.0
Scorpion sting with tingling in fingers,scorpion_sting,1.0,(Synthetic),1.0
Minor electric shock from appliance - small finger burn,electric_shock,0.0,(Synthetic),1.0
Swallowed pool water - mild cough,drowning,0.0,(Synthetic),1.0
Single honeybee sting - normal reaction,bee_sting,0.0,(Synthetic),1.0
Small static shock from doorknob,electric_shock,0.0,(Synthetic),1.0
"Drowning victim pulled from ocean - no breathing, starting rescue breaths",cpr,1.0,(Synthetic),1.0
FELL SKATEBOARDING – thinks his rib is cracked!!,fractures,1,(Synthetic),1
Small cut - cleaned,wounds,0.0,https://www.redcross.org,0.0
"Elderly man collapsed - no pulse, CPR initiated",cpr,1.0,https://www.redcross.org,0.0
A man working on home wiring was electrocuted and went unconscious. His partner called emergency right away.,electric_shock,1.0,https://www.nhs.uk/conditions/electric-shock/,0.0
"Unresponsive newborn - turning blue, rescue breaths given",cpr,1.0,https://www.redcross.org,0.0
Bee sting on throat while riding bike outdoors,bee_sting,1,(Synthetic),1
Jumped and landed wrong – severe ankle pain!,fractures,1,(Synthetic),1
"During lunch, a woman suddenly clutched her throat and became silent. Emergency services were contacted immediately.",choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
Harmless snake bite - no symptoms,snake_bite,0.0,(Synthetic),1.0
Touched hot pan - small red mark,burns,0.0,https://www.redcross.org,0.0
Office worker collapsed - no response to shaking,cpr,1.0,(Synthetic),1.0
Paper cut - stopped bleeding,wounds,0.0,https://www.redcross.org,0.0
Fishhook embedded deep in thumb,wounds,1.0,https://www.redcross.org,0.0
Worker shocked by industrial equipment - burns on hands and chest,electric_shock,1.0,(Synthetic),1.0
Choking on hard candy - unable to breathe,choking,1.0,(Synthetic),1.0
"Small cooking oil burn - red skin, no blisters",burns,0.0,https://www.redcross.org,0.0
Touched hot oven rack – blister formed instantly,burns,0,(Synthetic),1
Desert hiker stung - localized pain only,scorpion_sting,0.0,https://www.cdc.gov,0.0
An elderly man fainted at home and was found unresponsive by his wife. She started chest compressions and called for help.,cpr,1.0,https://www.nhs.uk/conditions/first-aid/cpr/,0.0
Wild animal bite while exploring abandoned barn,rabies,1,(Synthetic),1
"Jogger collapsed on trail - no pulse, starting CPR",cpr,1.0,https://www.redcross.org,0.0
Elderly man fainted after standing quickly - hit head on floor,fainting,1.0,https://www.nhs.uk,0.0
Child swallowed pool water - coughing,drowning,0.0,(Synthetic),1.0
Pet bird peck - no injury,rabies,0.0,(Synthetic),1.0
Baby fell into bathtub – not moving,drowning,1,(Synthetic),1
CHAINSAW ACCIDENT - DEEP LACERATION TO THIGH WITH ARTERIAL BLEEDING!,wounds,1.0,(Synthetic),1.0
"Bee sting on eyelid - mild swelling, no breathing issues",bee_sting,0.0,(Synthetic),1.0
Bird peck - none,rabies,0.0,(Synthetic),1.0
Chainsaw accident - severe leg wound,wounds,1.0,(Synthetic),1.0
text,label,need_amb,source,is_synthetic
Lineman shocked by high-voltage line - cardiac arrhythmia,electric_shock,1.0,(Synthetic),1.0
Teen shocked by phone charger - small burn on fingers,electric_shock,0.0,(Synthetic),1.0
Non-venomous snake bite - minor,snake_bite,0.0,(Synthetic),1.0
Single wasp sting - local redness only,bee_sting,0.0,(Synthetic),1.0
Fell from tree - leg deformed,fractures,1.0,https://www.nhs.uk,0.0
Woman fainted from heat - now conscious,fainting,0.0,https://www.who.int,0.0
Snake hidden in boots bit ankle,snake_bite,1,(Synthetic),1
"he landed weird, his knee's all messed up!",fractures,1,(Synthetic),1
Cobra spit in eyes - intense pain and temporary blindness,snake_bite,1.0,(Synthetic),1.0
A student fainted during an exam after not eating all day. She was conscious again within seconds.,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
"Baby choking on small candy - weak cough, face turning pale",choking,1.0,(Synthetic),1.0
Fish hook embedded in thumb - deep puncture,wounds,1.0,https://www.redcross.org,0.0
Bride fainted during ceremony - recovered after lying down,fainting,0.0,https://www.weddingwire.com,0.0
Snake bite while camping - severe swelling and nausea,snake_bite,1.0,(Synthetic),1.0
Boy struggling to swim – head keeps going under,drowning,1,(Synthetic),1
Minor outlet shock - no burn,electric_shock,0.0,(Synthetic),1.0
Forearm sliced while changing window pane,wounds,1,(Synthetic),1
Child inhaled water and is coughing violently,drowning,1,(Synthetic),1
Skateboard fall - open wrist fracture,fractures,1.0,(Synthetic),1.0
Special needs child choking on rubber toy,choking,1.0,(Synthetic),1.0
Mild scorpion sting - pain fading after hour,scorpion_sting,0.0,https://www.poison.org,0.0
GLASS DOOR SHATTERED - DEEP CUTS TO FACE AND NECK!,wounds,1.0,(Synthetic),1.0
Paper cut - minor,wounds,0.0,https://www.redcross.org,0.0
Bat found in child's bedroom - small bite on cheek,rabies,1.0,(Synthetic),1.0
Hot oil spilled on arm while deep frying,burns,1,(Synthetic),1
"Worker collapsed in factory - no pulse, coworkers initiating chest compressions",cpr,1.0,(Synthetic),1.0
Fishing hook embedded deep in eyelid,wounds,1.0,(Synthetic),1.0
Twisted ankle from misstep - swelling,fractures,0.0,(Synthetic),1.0
Electric shock from faulty appliance - minor burn on palm,electric_shock,0.0,(Synthetic),1.0
Oil splatter burn while cooking - second degree burns on face,burns,1.0,(Synthetic),1.0
CHEMICAL BURN FROM ACID SPLASH - SKIN PEELING FROM ARM!,burns,1.0,(Synthetic),1.0
Electrician fell from ladder after shock - second degree burns,electric_shock,1.0,https://www.osha.gov,0.0
Water snake bite - no venom symptoms,snake_bite,0.0,(Synthetic),1.0
Elderly woman fainted and broke hip in fall,fainting,1.0,(Synthetic),1.0
Splinter in finger - minor bleeding,wounds,0.0,https://www.redcross.org,0.0
Bee sting - no allergic reaction,bee_sting,0.0,(Synthetic),1.0
Minor shock - okay,electric_shock,0.0,(Synthetic),1.0
Toddler put finger in outlet - cried but fine,electric_shock,0.0,(Synthetic),1.0
Garden snake slithered over foot,snake_bite,0.0,(Synthetic),1.0
Beekeeper with 50+ stings - vomiting and confusion,bee_sting,1.0,(Synthetic),1.0
Boiling water spill on toddler - red skin with blistering on arm,burns,1.0,https://www.redcross.org,0.0
Fainted after blood draw - now alert,fainting,0.0,https://www.who.int,0.0
Witnessed person go under water and not resurface,drowning,1,(Synthetic),1
Bee sting - normal local reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Severe swelling from sting on forearm,bee_sting,1,(Synthetic),1
Man collapsed at gym - no pulse detected,cpr,1.0,(Synthetic),1.0
Snake strike on calf while jogging in forest trail,snake_bite,1,(Synthetic),1
Crushed hand in machinery - multiple fractures,fractures,1.0,(Synthetic),1.0
Unresponsive - CPR,cpr,1.0,https://www.redcross.org,0.0
Choking on meat - unable to breathe,choking,1.0,(Synthetic),1.0
Twisted ankle - mild discomfort,fractures,0.0,(Synthetic),1.0
Child went underwater briefly,drowning,0.0,(Synthetic),1.0
Sprained wrist after fall,fractures,0.0,https://www.nhs.uk,0.0
Deep knife cut - bleeding heavily,wounds,1.0,https://www.redcross.org,0.0
Static shock - no injury,electric_shock,0.0,(Synthetic),1.0
Static shock from car - no injury,electric_shock,0.0,(Synthetic),1.0
"Construction worker found unconscious - no pulse, coworkers starting CPR",cpr,1.0,https://www.osha.gov,0.0
Unprovoked attack by dog near garbage pile,rabies,1,(Synthetic),1
Elderly diabetic collapsed - gasping respirations,cpr,1.0,(Synthetic),1.0
Multiple scorpion stings - difficulty breathing,scorpion_sting,1.0,(Synthetic),1.0
A restaurant guest choked on food and couldn’t speak. Staff followed choking protocol and called an ambulance.,choking,1.0,https://www.nhs.uk/conditions/first-aid/choking/,0.0
Bitten while camping – snake crawled into tent,snake_bite,1,(Synthetic),1
Harmless garden snake slithered over foot,snake_bite,0.0,(Synthetic),1.0
Non-venomous snake bite - minor puncture marks,snake_bite,0.0,(Synthetic),1.0
Electric fence shock - muscle paralysis,electric_shock,1.0,(Synthetic),1.0
Fall from 3rd story window - multiple compound fractures,fractures,1.0,(Synthetic),1.0
Brief submersion - okay,drowning,0.0,(Synthetic),1.0
Scorpion sting on hand - numbness moving up arm,scorpion_sting,1.0,(Synthetic),1.0
Face swelling rapidly after bee sting - known allergy,bee_sting,1.0,https://www.cdc.gov,0.0
Cardiac arrest victim - bystander CPR in progress,cpr,1.0,https://www.redcross.org,0.0
Twisted ankle - able to walk,fractures,0.0,(Synthetic),1.0
Stubbed toe on furniture - no swelling,fractures,0.0,(Synthetic),1.0
Bee sting in mouth - tongue swelling,bee_sting,1.0,(Synthetic),1.0
Steam - slight red,burns,0.0,https://www.redcross.org,0.0
Water snake bite while fishing - minor puncture marks,snake_bite,0.0,(Synthetic),1.0
Unknown snake bite in jungle - blurred vision and difficulty breathing,snake_bite,1.0,(Synthetic),1.0
"Jogger collapsed in park - no pulse, passerby starting chest compressions",cpr,1.0,https://www.redcross.org,0.0
Snake bite in backyard garden – immediate pain,snake_bite,1,(Synthetic),1
Surfer unconscious after wipeout - water in lungs,drowning,1.0,https://www.surfline.com,0.0
Single wasp sting - localized swelling,bee_sting,0.0,https://www.cdc.gov,0.0
Pet cat scratch - minimal bleeding,rabies,0.0,(Synthetic),1.0
Twisted ankle - swelling but can bear weight,fractures,0.0,(Synthetic),1.0
Teenager choked on hot dog at picnic - unable to speak or cough,choking,1.0,(Synthetic),1.0
Two small puncture wounds after gardening - no swelling yet,snake_bite,0.0,(Synthetic),1.0
Scorpion sting on hand while gardening at night,scorpion_sting,1,(Synthetic),1
Bark scorpion sting on toddler - uncontrolled eye movements,scorpion_sting,1.0,(Synthetic),1.0
Deep cut from glass - bleeding through bandage,wounds,1.0,https://www.redcross.org,0.0
Choking on chewing gum - panicking,choking,1.0,(Synthetic),1.0
Glass door shattered - deep cuts on face,wounds,1.0,(Synthetic),1.0
Small electric shock - tingling,electric_shock,0.0,(Synthetic),1.0
Garden snake moved away quickly,snake_bite,0.0,(Synthetic),1.0
Black snake bite - paralysis starting,snake_bite,1.0,(Synthetic),1.0
Child stung near eye by bee inside backpack,bee_sting,1,(Synthetic),1
Bat bite while sleeping - small puncture on shoulder,rabies,1.0,(Synthetic),1.0
Scorpion sting - child calmed after ice pack,scorpion_sting,0.0,(Synthetic),1.0
Coughed after swallowing water wrong,drowning,0.0,(Synthetic),1.0
Choked on water - coughed and recovered quickly,choking,0.0,https://www.healthline.com,0.0
Snake bite while hiking - severe pain and swelling,snake_bite,1.0,(Synthetic),1.0
Severe allergic reaction to bee sting on leg,bee_sting,1,(Synthetic),1
Surfer held underwater by strong current - pulseless,drowning,1.0,(Synthetic),1.0
Man found unresponsive in office - coworkers starting CPR,cpr,1.0,https://www.redcross.org,0.0
Hot oil burn on face - blisters forming,burns,1.0,https://www.redcross.org,0.0
Minor scorpion sting - no systemic effects,scorpion_sting,0.0,(Synthetic),1.0
Man overexerted in heat - lightheaded,fainting,0.0,(Synthetic),1.0
Fainted during heatwave - now drinking water,fainting,0.0,https://www.who.int,0.0
Fell from ladder - deformed ankle,fractures,1.0,https://www.nhs.uk,0.0
Teen pulled from pool - not breathing,drowning,1.0,(Synthetic),1.0
Twisted leg falling down stairs – can’t stand,fractures,1,(Synthetic),1
Alzheimer's patient choking on food - confused state,choking,1.0,https://www.alz.org,0.0
Bat bite discovered in morning,rabies,1.0,(Synthetic),1.0
Twisted ankle - no swelling,fractures,0.0,(Synthetic),1.0
Raccoon attack - bite wounds on arms and face,rabies,1.0,(Synthetic),1.0
Hot cooking oil splash - second-degree burns on arm,burns,1.0,https://www.redcross.org,0.0
Fall in forest caused jagged wound on shin,wounds,1,(Synthetic),1
Stubbed toe on furniture - no swelling,fractures,0.0,https://www.webmd.com,0.0
"Mild sunburn after beach day - pink skin, no blisters",burns,0.0,(Synthetic),1.0
She tripped and landed HARD – wrist looks bent!,fractures,1,(Synthetic),1
Got water up nose while swimming,drowning,0.0,(Synthetic),1.0
Bitten while petting sick-looking street dog,rabies,1,(Synthetic),1
Bee landed on sandwich and stung lip,bee_sting,1,(Synthetic),1
Open wound on arm after falling off bike,wounds,1,(Synthetic),1
Felt dizzy after hot bath - sat down,fainting,0.0,(Synthetic),1.0
Dog bite from unknown stray animal,rabies,1.0,(Synthetic),1.0
Scorpion - mild pain,scorpion_sting,0.0,(Synthetic),1.0
Lightning strike - irregular heartbeat,electric_shock,1.0,(Synthetic),1.0
Hit by sharp metal edge – gash on thigh,wounds,1,(Synthetic),1
Small shock - no burn,electric_shock,0.0,(Synthetic),1.0
Gas stove flare-up burned eyelashes and brows,burns,1,(Synthetic),1
Baby choking on cereal - gagging,choking,1.0,(Synthetic),1.0
Snake bit finger while lifting firewood,snake_bite,1,(Synthetic),1
Paper cut - minor bleeding stopped quickly,wounds,0.0,(Synthetic),1.0
Industrial accident - crushed pelvis,fractures,1.0,(Synthetic),1.0
GYM MEMBER COLLAPSED SUDDENLY - NO PULSE DETECTED!,cpr,1.0,(Synthetic),1.0
Small scorpion sting - pain fading,scorpion_sting,0.0,(Synthetic),1.0
Dropped something heavy – fingers turning purple!,fractures,1,(Synthetic),1
Sunburn - mild redness,burns,0.0,(Synthetic),1.0
Wasp sting near eye - eye swollen shut within minutes,bee_sting,1.0,(Synthetic),1.0
Bee entered helmet and stung head during cycling,bee_sting,1,(Synthetic),1
finger looks crooked after basketball fall,fractures,0,(Synthetic),1
Laceration from ceiling fan blade while cleaning,wounds,1,(Synthetic),1
Stubbed toe - painful but no deformity,fractures,0.0,https://www.foothealthfacts.org,0.0
Elderly woman fainted in church - awake but confused,fainting,0.0,https://www.nhs.uk,0.0
Scorpion sting - child crying,scorpion_sting,1.0,(Synthetic),1.0
Pet rat licked finger,rabies,0.0,(Synthetic),1.0
Bat bite while sleeping - small puncture wound,rabies,1.0,(Synthetic),1.0
Brief muscle spasms after minor shock,electric_shock,0.0,(Synthetic),1.0
Touched motorcycle exhaust – skin reddened,burns,0,(Synthetic),1
Bee sting allergy - full body hives and wheezing,bee_sting,1.0,(Synthetic),1.0
CHILD BIT INTO POWER STRIP - SEVERE BURNS TO MOUTH!,electric_shock,1.0,(Synthetic),1.0
Strong waves pulled swimmer away – yelling for help,drowning,1,(Synthetic),1
Wasp sting - local redness and swelling,bee_sting,0.0,https://www.cdc.gov,0.0
Choking on popcorn - distressed but coughing,choking,1.0,(Synthetic),1.0
Skateboard fall - visible bone in forearm,fractures,1.0,(Synthetic),1.0
Kayaker capsized in cold water - hypothermic and confused,drowning,1.0,https://www.redcross.org,0.0
Elderly stroke patient choking on liquids,choking,1.0,(Synthetic),1.0
Choking on steak - can't speak and panicking,choking,1.0,https://www.redcross.org,0.0
Bee stung ear at playground – child cried in pain,bee_sting,1,(Synthetic),1
Stubbed toe - no fracture,fractures,0.0,(Synthetic),1.0
Non-venomous snake bite - small marks with no swelling,snake_bite,0.0,https://www.redcross.org,0.0
Child swallowed pool water - coughing but responsive,drowning,0.0,https://www.safekids.org,0.0
Pet rabbit nuzzled hand,rabies,0.0,(Synthetic),1.0
Oil fire burns - skin peeling off arm,burns,1.0,(Synthetic),1.0
"Baby choking on marble - silent crying, face turning purple",choking,1.0,(Synthetic),1.0
Garter snake bite while gardening - no symptoms,snake_bite,0.0,https://www.gardeningknowhow.com,0.0
Sting near eye while collecting firewood,scorpion_sting,1,(Synthetic),1
Girl fell off swing – won’t stop crying – arm swollen,fractures,1,(Synthetic),1
Man fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
Person floating face-down in shallow water,drowning,1,(Synthetic),1
Stubbed toe - painful but no deformity,fractures,0.0,https://www.nhs.uk,0.0
Child stung by scorpion hiding in pile of clothes,scorpion_sting,1,(Synthetic),1
Scorpion sting with tingling in fingers and nausea,scorpion_sting,1.0,(Synthetic),1.0
Wrist sprain - swollen,fractures,0.0,https://www.nhs.uk,0.0
Paper cut from cardboard box - minimal bleeding,wounds,0.0,(Synthetic),1.0
Woke up to find bite marks after sleeping outdoors,rabies,1,(Synthetic),1
Snake bite on trail - severe pain and swelling,snake_bite,1.0,(Synthetic),1.0
Child slipped into hot tub – not breathing,drowning,1,(Synthetic),1
Stubbed finger - no deformity,fractures,0.0,https://www.nhs.uk,0.0
Infant found blue and not breathing in crib,cpr,1.0,(Synthetic),1.0
Swallowed water wrong pipe - coughing but fine,drowning,0.0,https://www.mayoclinic.org,0.0
Snake lunged from under stairs and bit shin,snake_bite,1,(Synthetic),1
Vaccinated house cat scratch - minimal redness,rabies,0.0,https://www.avma.org,0.0
"Ice fishing accident - submerged in freezing water, not breathing",drowning,1.0,(Synthetic),1.0
Twisted ankle - can walk,fractures,0.0,https://www.nhs.uk,0.0
Deep knife wound in kitchen - blood soaking through towels,wounds,1.0,(Synthetic),1.0
Twisted ankle - swollen but able to walk,fractures,0.0,https://www.nhs.uk,0.0
Vaccinated pet dog bite,rabies,0.0,(Synthetic),1.0
Scorpion - ice helping,scorpion_sting,0.0,(Synthetic),1.0
Cardiac arrest in gym - AED being used,cpr,1.0,https://www.redcross.org,0.0
Swallowed small amount of pool water,drowning,0.0,(Synthetic),1.0
Child stung on toe while playing outside at dusk,scorpion_sting,1,(Synthetic),1
Pool water in nose - temporary discomfort,drowning,0.0,(Synthetic),1.0
Hamster bite - no break in skin,rabies,0.0,(Synthetic),1.0
Unseen scorpion stung inside sleeping bag,scorpion_sting,1,(Synthetic),1
Baby choking - gagging but breathing,choking,0.0,(Synthetic),1.0
Scorpion - minor,scorpion_sting,0.0,(Synthetic),1.0
"Gardener stung on hand - localized redness, no allergic reaction",bee_sting,0.0,https://www.nhs.uk,0.0
Rabbit scratch - none,rabies,0.0,(Synthetic),1.0
Teenager fainted during blood draw - seizure activity,fainting,1.0,(Synthetic),1.0
Water snake - fine,snake_bite,0.0,(Synthetic),1.0
Someone gasping and unable to breathe in lake,drowning,1,(Synthetic),1
Man collapsed at mall - CPR started,cpr,1.0,https://www.redcross.org,0.0
Minor shock from outlet - startled,electric_shock,0.0,(Synthetic),1.0
Steam burn in industrial accident - full thickness burns,burns,1.0,(Synthetic),1.0
Water snake bite - fine,snake_bite,0.0,(Synthetic),1.0
Stubbed finger - painful,fractures,0.0,https://www.nhs.uk,0.0
Garden snake - no issue,snake_bite,0.0,(Synthetic),1.0
Scorpion emerged from bathroom towel – stung on arm,scorpion_sting,1,(Synthetic),1
Cat licked hand - no scratch,rabies,0.0,(Synthetic),1.0
Unresponsive newborn - turning blue,cpr,1.0,https://www.redcross.org,0.0
Hot water spill - first-degree burn on arm,burns,0.0,https://www.redcross.org,0.0
Garter snake - harmless,snake_bite,0.0,(Synthetic),1.0
Fainted during concert - overheated,fainting,0.0,https://www.who.int,0.0
Splinter - removed,wounds,0.0,https://www.redcross.org,0.0
Cat scratch - superficial,rabies,0.0,(Synthetic),1.0
Sea snake bite while fishing - difficulty breathing,snake_bite,1.0,(Synthetic),1.0
He slipped – wrist bent at weird angle!!,fractures,1,(Synthetic),1
Car accident - glass shards embedded in face and neck,wounds,1.0,(Synthetic),1.0
A boy put a fork in an electric socket and was thrown back. He was conscious but had burns on his hand.,electric_shock,1.0,https://www.nhs.uk/conditions/electric-shock/,0.0
"Scorpion sting - mild pain, no systemic symptoms",scorpion_sting,0.0,(Synthetic),1.0
Microwave container melted – chemical burn on lips,burns,1,(Synthetic),1
Child stepped on smoldering coal at campsite,burns,1,(Synthetic),1
Small static shock from clothes,electric_shock,0.0,(Synthetic),1.0
