text,label,need_amb,source,is_synthetic
pawl scratch from vaccinated pet minor skin break,rabies,0.0,https://www.who.int,0.0
dog scratch vaccinated pet minor skin break,rabies,0.0,https://www.who.int,0.0
dog mark scratch from vaccinated pet minor skin break,rabies,0.0,https://www.who.int,0.0
dog lucre from vaccinated pet minor skin break,rabies,0.0,https://www.who.int,0.0
scratch from pet minor break,rabies,0.0,https://www.who.int,0.0
minor scratch from vaccinated pet dog skin break,rabies,0.0,https://www.who.int,0.0
dog scratch from vaccinated pet minor skin break,rabies,0.0,https://www.who.int,0.0
woman fainted char after seeing blood seizure like movements,fainting,1.0,(Synthetic),1.0
woman fainted after seeing blood seizure movements like,fainting,1.0,(Synthetic),1.0
woman fainted after seeing blood seizure like movements,fainting,1.0,(Synthetic),1.0
woman fainted after seeing blood seizure like,fainting,1.0,(Synthetic),1.0
woman fainted after seeing blood later on seizure like movements,fainting,1.0,(Synthetic),1.0
woman fainted after run across blood seizure like movements,fainting,1.0,(Synthetic),1.0
woman fainted after seeing blood seizure wish movements,fainting,1.0,(Synthetic),1.0
whip sunburn with blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
sunburn with suntan blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
with sunburn blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
sunburn with acrid on shoulders,burns,0.0,https://www.redcross.org,0.0
sunburn with virulent on shoulders,burns,0.0,https://www.redcross.org,0.0
sunburn blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
sunburn with blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
kitchen knife slip with finger cut stopped superficial pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife feel slip superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger cut with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial fingers breadth cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
knife superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip trivial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip trivial superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
choking on gum cough cant,choking,1.0,(Synthetic),1.0
choking conk on gum cant cough,choking,1.0,(Synthetic),1.0
choking on gum cant,choking,1.0,(Synthetic),1.0
stifle on gum cant cough,choking,1.0,(Synthetic),1.0
choking on coughing gum cant cough,choking,1.0,(Synthetic),1.0
choking on gum pious platitude cough,choking,1.0,(Synthetic),1.0
choking on gum cant cough,choking,1.0,(Synthetic),1.0
child licked exposed wires burns around mouth guerrilla heartbeat,electric_shock,1.0,(Synthetic),1.0
child licked exposed wires burns around mouth irregular blink of an eye,electric_shock,1.0,(Synthetic),1.0
child licked exposed mouth burns around wires irregular heartbeat,electric_shock,1.0,(Synthetic),1.0
child burning licked exposed wires burns around mouth irregular heartbeat,electric_shock,1.0,(Synthetic),1.0
child licked exposed wires burns irregular mouth around heartbeat,electric_shock,1.0,(Synthetic),1.0
licked wires burns around mouth irregular heartbeat,electric_shock,1.0,(Synthetic),1.0
child licked exposed wires burns around mouth irregular burning heartbeat,electric_shock,1.0,(Synthetic),1.0
child licked exposed wires burns around mouth irregular heartbeat,electric_shock,1.0,(Synthetic),1.0
bat contact during sharpness camping trip unseen bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat unseen during camping trip contact bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat cream contact during camping trip unseen bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat contact unseen camping trip during bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat contact during camping trip spiritual domain bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat camping unseen bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
bat contact during camping trip unseen bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
animal bite after strange barking and circling circle behavior,rabies,1,(Synthetic),1
animal bite after strange barking and circle behavior,rabies,1,(Synthetic),1
animal bite after and barking strange circling behavior,rabies,1,(Synthetic),1
creature animal bite after strange barking and circling behavior,rabies,1,(Synthetic),1
animal bite after strange barking and circling behavior,rabies,1,(Synthetic),1
animal bite after strange circling and barking behavior,rabies,1,(Synthetic),1
animal bite after strange skin and circling behavior,rabies,1,(Synthetic),1
scorpion intense on foot sting pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot acute intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion swelling on foot intense pain and sting,scorpion_sting,1,(Synthetic),1
scorpion sting on foot hurt intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot vivid pain and swelling,scorpion_sting,1,(Synthetic),1
fell from bike arm bent at unnatural angle,fractures,1.0,(Synthetic),1.0
unnatural from bike arm bent at fell angle,fractures,1.0,(Synthetic),1.0
fell from bike arm bent at unnatural,fractures,1.0,(Synthetic),1.0
fell from bike build up arm bent at unnatural angle,fractures,1.0,(Synthetic),1.0
fell from bent arm bike at unnatural angle,fractures,1.0,(Synthetic),1.0
fell pedal from bike arm bent at unnatural angle,fractures,1.0,(Synthetic),1.0
fell from bike arm bent at unnatural fish,fractures,1.0,(Synthetic),1.0
swimmer inhaled but,drowning,0.0,(Synthetic),1.0
swimmer water inhaled coughing but responsive,drowning,0.0,(Synthetic),1.0
swimmer antiphonal inhaled water coughing but responsive,drowning,0.0,(Synthetic),1.0
swimmer inhaled water coughing but responsive,drowning,0.0,(Synthetic),1.0
swimmer inhaled water coughing only but responsive,drowning,0.0,(Synthetic),1.0
natator inhaled water coughing but responsive,drowning,0.0,(Synthetic),1.0
swimmer inhaled water coughing responsive but,drowning,0.0,(Synthetic),1.0
person inhaling water after diving accident,drowning,1,(Synthetic),1
person water system inhaling water after diving accident,drowning,1,(Synthetic),1
person inhaling water after diving fortuity,drowning,1,(Synthetic),1
person diving water after inhaling accident,drowning,1,(Synthetic),1
person inhaling water after diving,drowning,1,(Synthetic),1
person inspire inhaling water after diving accident,drowning,1,(Synthetic),1
stroke choking on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva unable to,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on to unable saliva protect airway,choking,1.0,https://www.stroke.org,0.0
stroke to choking on saliva unable patient protect airway,choking,1.0,https://www.stroke.org,0.0
affected role stroke patient choking on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking spit on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva ineffectual to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva unable to protect airway ,choking,1.0,https://www.stroke.org,0.0
fainted while donating blood volunteers laid him flat him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted while donating blood volunteers laid him flat him gave and juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted while spell donating blood volunteers laid him flat and gave him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted position while donating blood volunteers laid him flat and gave him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted while donating blood volunteers laid him two dimensional and gave him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted while donating blood volunteers laid him insipid and gave him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager gave while donating blood volunteers laid him flat and fainted him juice,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
a teenager fainted while donating blood volunteers laid him flat and gave him juice ,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
elderly woman fainted in heatwave slow to regain consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted heatwave slow to regain consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted in heatwave slow to awareness regain consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted regain heatwave slow to in consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted heatwave slow to consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted in heatwave slowly to regain consciousness,fainting,1.0,https://www.weather.gov,0.0
elderly woman fainted in heatwave slow to faint regain consciousness,fainting,1.0,https://www.weather.gov,0.0
angle hook embedded deep in hand,wounds,1.0,(Synthetic),1.0
hand hook embedded deep in fishing,wounds,1.0,(Synthetic),1.0
fishing hook embedded deep in hand,wounds,1.0,(Synthetic),1.0
fishing hook embedded lift deep in hand,wounds,1.0,(Synthetic),1.0
fishing hook embed deep in hand,wounds,1.0,(Synthetic),1.0
fishing hook embedded in hand,wounds,1.0,(Synthetic),1.0
fishing hook embedded deep lift in hand,wounds,1.0,(Synthetic),1.0
teen fainted after piercing later on now alert,fainting,0.0,https://www.who.int,0.0
teen pass out after piercing now alert,fainting,0.0,https://www.who.int,0.0
teen conk after piercing now alert,fainting,0.0,https://www.who.int,0.0
fainted after piercing now alert,fainting,0.0,https://www.who.int,0.0
teen fainted after piercing alert now,fainting,0.0,https://www.who.int,0.0
teen fainted after piercing alert,fainting,0.0,https://www.who.int,0.0
teen fainted now piercing after alert,fainting,0.0,https://www.who.int,0.0
teen fainted after piercing now alert,fainting,0.0,https://www.who.int,0.0
stubbed toe but painful fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe painful but mulct,fractures,0.0,https://www.nhs.uk,0.0
stub toe painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe atrocious painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe amercement painful but fine,fractures,0.0,https://www.nhs.uk,0.0
small scorpion twinge pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion with pain subsiding sting antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpio sting pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion sting pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small sting scorpion pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion sting pain pocket sized subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
chainsaw accident deep thigh laceration chain saw with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
chainsaw stroke deep thigh laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
chain saw accident deep thigh laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
chainsaw accident deep thigh laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
bleeding accident deep thigh laceration with pulsatile chainsaw,wounds,1.0,(Synthetic),1.0
chainsaw accident deep thigh leech laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
chainsaw thigh deep accident laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
child stung by roiled bee while playing near flowers,bee_sting,0,(Synthetic),1
child stung by bee while playing near bloom flowers,bee_sting,0,(Synthetic),1
child stung by bee playing near flowers,bee_sting,0,(Synthetic),1
child stung by near while playing bee flowers,bee_sting,0,(Synthetic),1
child stung by flowers while playing near bee,bee_sting,0,(Synthetic),1
child stung by while playing near flowers,bee_sting,0,(Synthetic),1
nipper stung by bee while playing near flowers,bee_sting,0,(Synthetic),1
child stung by bee while playing near flowers,bee_sting,0,(Synthetic),1
scorpio the scorpion scorpion mild,scorpion_sting,0.0,(Synthetic),1.0
mild scorpion,scorpion_sting,0.0,(Synthetic),1.0
scorpio the scorpion mild,scorpion_sting,0.0,(Synthetic),1.0
scorpion modest mild,scorpion_sting,0.0,(Synthetic),1.0
scorpio mild,scorpion_sting,0.0,(Synthetic),1.0
scorpion mild,scorpion_sting,0.0,(Synthetic),1.0
mild,scorpion_sting,0.0,(Synthetic),1.0
steam pipe explosion severe facial stern burns,burns,1.0,(Synthetic),1.0
steam pipe explosion severe facial burns,burns,1.0,(Synthetic),1.0
shriek steam pipe explosion severe facial burns,burns,1.0,(Synthetic),1.0
steam severe explosion pipe facial burns,burns,1.0,(Synthetic),1.0
steam pipe burst severe facial burns,burns,1.0,(Synthetic),1.0
severe pipe explosion steam facial burns,burns,1.0,(Synthetic),1.0
steam pipe explosion severe facial burn down,burns,1.0,(Synthetic),1.0
bee flew into shirt and multiple times on back,bee_sting,1,(Synthetic),1
bee flew into shirt and stung times multiple on back,bee_sting,1,(Synthetic),1
bee flew into shirt and stung multiple times on back,bee_sting,1,(Synthetic),1
bee flew into roiled shirt and stung multiple times on back,bee_sting,1,(Synthetic),1
bee aviate into shirt and stung multiple times on back,bee_sting,1,(Synthetic),1
bee flew into shirt and stung multiple times back on,bee_sting,1,(Synthetic),1
choking on ice throat grabbing cube,choking,1.0,(Synthetic),1.0
choking on ice meth cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube grabbing pharynx,choking,1.0,(Synthetic),1.0
snuff it on ice cube grabbing throat,choking,1.0,(Synthetic),1.0
choking cube ice on grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube grabbing,choking,1.0,(Synthetic),1.0
choking on ice catch cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube grabbing throat,choking,1.0,(Synthetic),1.0
child fell in pool chance at bottom blue lips,drowning,1.0,(Synthetic),1.0
child fell in pool found brim at bottom blue lips,drowning,1.0,(Synthetic),1.0
astatine child fell in pool found at bottom blue lips,drowning,1.0,(Synthetic),1.0
child fell in at found pool bottom blue lips,drowning,1.0,(Synthetic),1.0
lips fell in pool found at bottom blue child,drowning,1.0,(Synthetic),1.0
child fell in pool found at bottom blue sky lips,drowning,1.0,(Synthetic),1.0
child fell pool found at blue lips,drowning,1.0,(Synthetic),1.0
child fell in pool found at bottom blue lips,drowning,1.0,(Synthetic),1.0
bat bite fast growing while camping animal acting aggressive,rabies,1.0,(Synthetic),1.0
bat collation while camping animal acting aggressive,rabies,1.0,(Synthetic),1.0
bat bite while camping animal acting,rabies,1.0,(Synthetic),1.0
camping bite while bat animal acting aggressive,rabies,1.0,(Synthetic),1.0
bat aggressive while camping animal acting bite,rabies,1.0,(Synthetic),1.0
bat chomp while camping animal acting aggressive,rabies,1.0,(Synthetic),1.0
cream bat bite while camping animal acting aggressive,rabies,1.0,(Synthetic),1.0
bat bite while camping animal acting aggressive,rabies,1.0,(Synthetic),1.0
brief underwater dousing no distress,drowning,0.0,(Synthetic),1.0
brief submersion underwater no distress,drowning,0.0,(Synthetic),1.0
no underwater submersion brief distress,drowning,0.0,(Synthetic),1.0
brief underwater submersion no distress,drowning,0.0,(Synthetic),1.0
brief underwater no distress,drowning,0.0,(Synthetic),1.0
abbreviated brief underwater submersion no distress,drowning,0.0,(Synthetic),1.0
faint fainted with seizure like movements,fainting,1.0,(Synthetic),1.0
fainted with seizure like,fainting,1.0,(Synthetic),1.0
fainted movements seizure like with,fainting,1.0,(Synthetic),1.0
fainted with seizure corresponding like movements,fainting,1.0,(Synthetic),1.0
like with seizure fainted movements,fainting,1.0,(Synthetic),1.0
fainted seizure like movements,fainting,1.0,(Synthetic),1.0
conk with seizure like movements,fainting,1.0,(Synthetic),1.0
fainted with seizure like movements,fainting,1.0,(Synthetic),1.0
patient on pureed food ineffective,choking,1.0,(Synthetic),1.0
dementia patient choking conk on pureed food ineffective coughing,choking,1.0,(Synthetic),1.0
dementia choking patient on pureed food ineffective coughing,choking,1.0,(Synthetic),1.0
dementia along patient choking on pureed food ineffective coughing,choking,1.0,(Synthetic),1.0
dementia patient choking coughing pureed food ineffective on,choking,1.0,(Synthetic),1.0
dementia patient choking on pureed intellectual nourishment ineffective coughing,choking,1.0,(Synthetic),1.0
dementedness patient choking on pureed food ineffective coughing,choking,1.0,(Synthetic),1.0
dementia patient choking on pureed food ineffective coughing,choking,1.0,(Synthetic),1.0
paper cut while opening move mail,wounds,0.0,(Synthetic),1.0
paper cut while opening mail,wounds,0.0,(Synthetic),1.0
wallpaper cut while opening mail,wounds,0.0,(Synthetic),1.0
paper spell cut while opening mail,wounds,0.0,(Synthetic),1.0
cut paper while opening mail,wounds,0.0,(Synthetic),1.0
while cut paper opening mail,wounds,0.0,(Synthetic),1.0
paper cut opening mail,wounds,0.0,(Synthetic),1.0
newborn deliver not breathing rescue efforts,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue campaign,cpr,1.0,https://www.redcross.org,0.0
breathing not newborn rescue efforts,cpr,1.0,https://www.redcross.org,0.0
efforts not breathing rescue newborn,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue efforts,cpr,1.0,https://www.redcross.org,0.0
newborn infant not breathing rescue efforts,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing non rescue efforts,cpr,1.0,https://www.redcross.org,0.0
garter in snake yard no contact,snake_bite,0.0,(Synthetic),1.0
garter snake in yard supporter no contact,snake_bite,0.0,(Synthetic),1.0
supporter snake in yard no contact,snake_bite,0.0,(Synthetic),1.0
garter ophidian in yard no contact,snake_bite,0.0,(Synthetic),1.0
garter snake no yard in contact,snake_bite,0.0,(Synthetic),1.0
garter snake meet in yard no contact,snake_bite,0.0,(Synthetic),1.0
garter snake in yard no contact,snake_bite,0.0,(Synthetic),1.0
bathtub drowning attempt with agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning unresponsive attempt with agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub submerge attempt unresponsive with agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning attempt with unresponsive agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning try unresponsive with agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning submerge attempt unresponsive with agonal breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning attempt unresponsive with agonal bath breathing,drowning,1.0,(Synthetic),1.0
bathtub drowning attempt unresponsive with agonal breathing,drowning,1.0,(Synthetic),1.0
teen fainted vaping found seizing on floor,fainting,1.0,(Synthetic),1.0
teen fainted after vaping found seizing on floor,fainting,1.0,(Synthetic),1.0
teen fainted after vaping on seizing found floor,fainting,1.0,(Synthetic),1.0
teen adolescent fainted after vaping found seizing on floor,fainting,1.0,(Synthetic),1.0
teen fainted after vaping line up seizing on floor,fainting,1.0,(Synthetic),1.0
teen fainted after vaping found seize on floor,fainting,1.0,(Synthetic),1.0
teen fainted after vaping found on seizing floor,fainting,1.0,(Synthetic),1.0
stubbed toe atrocious,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe painful,fractures,0.0,https://www.nhs.uk,0.0
painful toe stubbed,fractures,0.0,https://www.nhs.uk,0.0
stubbed toenail toe painful,fractures,0.0,https://www.nhs.uk,0.0
stub toe painful,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe stub painful,fractures,0.0,https://www.nhs.uk,0.0
go down on sharp object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
along falling on sharp object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
sharp on falling object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
falling on sharp object puncture abdomen to wound,wounds,1.0,(Synthetic),1.0
falling on object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
falling on sharp deflate object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
falling on sharp object puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
choking on glaze unable to cough,choking,1.0,(Synthetic),1.0
choking on candy unable to cough,choking,1.0,(Synthetic),1.0
choking cough candy unable to on,choking,1.0,(Synthetic),1.0
choking on candy unable coughing to cough,choking,1.0,(Synthetic),1.0
unable on candy choking to cough,choking,1.0,(Synthetic),1.0
choking coughing on candy unable to cough,choking,1.0,(Synthetic),1.0
construction worker unconscious capitulation after fall cpr in progress,cpr,1.0,https://www.osha.gov,0.0
construction building worker unconscious after fall cpr in progress,cpr,1.0,https://www.osha.gov,0.0
worker unconscious after fall cpr progress,cpr,1.0,https://www.osha.gov,0.0
construction worker unconscious mind after fall cpr in progress,cpr,1.0,https://www.osha.gov,0.0
expression worker unconscious after fall cpr in progress,cpr,1.0,https://www.osha.gov,0.0
construction worker progress after fall cpr in unconscious,cpr,1.0,https://www.osha.gov,0.0
construction worker unconscious after fall cpr in progress,cpr,1.0,https://www.osha.gov,0.0
virulent non venomous garden snake bite,snake_bite,0.0,(Synthetic),1.0
non venomous garden not snake bite,snake_bite,0.0,(Synthetic),1.0
non venomous snake garden bite,snake_bite,0.0,(Synthetic),1.0
non venomous garden bite snake,snake_bite,0.0,(Synthetic),1.0
non venomous garden snake insect bite,snake_bite,0.0,(Synthetic),1.0
not venomous garden snake bite,snake_bite,0.0,(Synthetic),1.0
non garden snake bite,snake_bite,0.0,(Synthetic),1.0
non venomous garden snake bite,snake_bite,0.0,(Synthetic),1.0
minor shock from appliance prickling fingers,electric_shock,0.0,(Synthetic),1.0
minor impact shock from appliance tingling fingers,electric_shock,0.0,(Synthetic),1.0
shock from appliance tingling fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from tingling fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from tingling appliance fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from widget appliance tingling fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance prickle fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance tingling fingers,electric_shock,0.0,(Synthetic),1.0
child withdraw pool water coughing but responsive,drowning,0.0,(Synthetic),1.0
child swallowed pool water coughing accept but responsive,drowning,0.0,(Synthetic),1.0
child swallowed pool water responsive but coughing,drowning,0.0,(Synthetic),1.0
child swallowed pool water coughing responsive,drowning,0.0,(Synthetic),1.0
child swallowed pool water coughing but responsive,drowning,0.0,(Synthetic),1.0
water system child swallowed pool water coughing but responsive,drowning,0.0,(Synthetic),1.0
kid swallowed pool water coughing but responsive,drowning,0.0,(Synthetic),1.0
stubbed toe painful but toenail mobile,fractures,0.0,https://www.nhs.uk,0.0
toe painful but mobile,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe painful atrocious but mobile,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe afflictive but mobile,fractures,0.0,https://www.nhs.uk,0.0
stubbed painful toe but mobile,fractures,0.0,https://www.nhs.uk,0.0
stubbed painful,fractures,0.0,https://www.nhs.uk,0.0
stubbed but painful toe mobile,fractures,0.0,https://www.nhs.uk,0.0
stubbed toe painful but mobile,fractures,0.0,https://www.nhs.uk,0.0
honeybee sting mild,bee_sting,0.0,https://www.cdc.gov,0.0
honeybee mild sting,bee_sting,0.0,https://www.cdc.gov,0.0
honeybee sting balmy,bee_sting,0.0,https://www.cdc.gov,0.0
modest honeybee sting mild,bee_sting,0.0,https://www.cdc.gov,0.0
honeybee pang mild,bee_sting,0.0,https://www.cdc.gov,0.0
honeybee sting modest mild,bee_sting,0.0,https://www.cdc.gov,0.0
honeybee mild,bee_sting,0.0,https://www.cdc.gov,0.0
woman passed out ignite from heat now awake but confused,fainting,0.0,https://www.who.int,0.0
woman passed confused from heat now awake but out,fainting,0.0,https://www.who.int,0.0
woman passed out heat from now awake but confused,fainting,0.0,https://www.who.int,0.0
woman passed out from heat now awake but confused,fainting,0.0,https://www.who.int,0.0
woman passed out from heating system now awake but confused,fainting,0.0,https://www.who.int,0.0
woman passed out from heat awake but confused,fainting,0.0,https://www.who.int,0.0
woman passed out from heat now awake verboten but confused,fainting,0.0,https://www.who.int,0.0
small scorpio the scorpion momentary sting,scorpion_sting,0.0,(Synthetic),1.0
small scorpion momentary sting,scorpion_sting,0.0,(Synthetic),1.0
scorpion momentary sting,scorpion_sting,0.0,(Synthetic),1.0
small scorpion momentary bite,scorpion_sting,0.0,(Synthetic),1.0
small sting momentary scorpion,scorpion_sting,0.0,(Synthetic),1.0
scorpio the scorpion small scorpion momentary sting,scorpion_sting,0.0,(Synthetic),1.0
small scorpion pocket sized momentary sting,scorpion_sting,0.0,(Synthetic),1.0
circular saw accident partial finger amputation bleeding feel heavily,wounds,1.0,(Synthetic),1.0
circular saw accident partial finger amputation feel bleeding heavily,wounds,1.0,(Synthetic),1.0
circular saw accident partial finger amputation bleeding,wounds,1.0,(Synthetic),1.0
circular saw accident partial tone finger amputation bleeding heavily,wounds,1.0,(Synthetic),1.0
circular saw accident partial amputation bleeding heavily,wounds,1.0,(Synthetic),1.0
heavily saw accident partial finger amputation bleeding circular,wounds,1.0,(Synthetic),1.0
circular saw accident bleeding finger amputation partial heavily,wounds,1.0,(Synthetic),1.0
circular saw accident partial finger amputation bleeding heavily,wounds,1.0,(Synthetic),1.0
hot pan briefly minor redness on fingers,burns,0.0,(Synthetic),1.0
touched hot inflammation pan briefly minor redness on fingers,burns,0.0,(Synthetic),1.0
touched hot pan briefly minor redness fingers on,burns,0.0,(Synthetic),1.0
touched hot pan in brief minor redness on fingers,burns,0.0,(Synthetic),1.0
touched hot pan briefly minor redness on pocket sized fingers,burns,0.0,(Synthetic),1.0
touched hot pan briefly minor redness on fingers,burns,0.0,(Synthetic),1.0
touched hot pan briefly minor redness on fingerbreadth,burns,0.0,(Synthetic),1.0
fell during hike cant move articulatio genus,fractures,1,(Synthetic),1
fell during hike cant move knee,fractures,1,(Synthetic),1
fell cant hike during move knee,fractures,1,(Synthetic),1
move during hike cant fell knee,fractures,1,(Synthetic),1
fell during hike lingo move knee,fractures,1,(Synthetic),1
fell during hike cant move buzzword knee,fractures,1,(Synthetic),1
fell genu during hike cant move knee,fractures,1,(Synthetic),1
fell during hike cant move knee ,fractures,1,(Synthetic),1
a security guard found an feel unconscious person with no breathing outside a club bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found an unconscious person with no club outside a breathing bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found an unconscious person nobelium with no breathing outside a club bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found an unconscious person with no breathing outside a clubhouse bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
guard found an person with no breathing outside a club bystanders performed cpr,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found unconscious person with no breathing outside club bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found an unconscious person with no rest outside a club bystanders performed cpr immediately,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
a security guard found an unconscious person with no breathing outside a club bystanders performed cpr immediately ,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
dog bite followed high by fever and anxiety,rabies,1,(Synthetic),1
dog bite followed by high fever and anxiety,rabies,1,(Synthetic),1
dog bite followed by high fever and sharpness anxiety,rabies,1,(Synthetic),1
dog fever followed by high bite and anxiety,rabies,1,(Synthetic),1
dog bite followed aside by high fever and anxiety,rabies,1,(Synthetic),1
dog bite followed by senior high school fever and anxiety,rabies,1,(Synthetic),1
pregnant woman lightheaded after long standing no loss of consciousness,fainting,0.0,https://www.who.int,0.0
pregnant woman lightheaded loss long standing no after of consciousness,fainting,0.0,https://www.who.int,0.0
pregnant woman lightheaded long standing no loss of consciousness,fainting,0.0,https://www.who.int,0.0
pregnant woman char lightheaded after long standing no loss of consciousness,fainting,0.0,https://www.who.int,0.0
pregnant loss lightheaded after long standing no woman of consciousness,fainting,0.0,https://www.who.int,0.0
pregnant woman lightheaded after recollective standing no loss of consciousness,fainting,0.0,https://www.who.int,0.0
