text,label
They cleaned the wound and applied a dressing.,Wounds
"Suddenly, During dinner, they started choking on food.",Choking
"Early morning, He described burning sensation after scorpion sting. in the park.",Scorpion Sting
They rushed the patient to the hospital with snake venom symptoms.,Snake Bite
She suffered a third-degree burn in the accident.,Burns
the patient got black spots before fainting.,Fainting
She saw she slump to the ground after becoming lightheaded.,Fainting
"Early morning, John fell and broke the arm.",Fractures
"Without warning, She had a deep wound on the leg. at home.",Wounds
"Without warning, the victim was thrown back by the electrical current.",Electric Shock
"Without warning, During dinner, they started choking on food.",Choking
he cut their arm with a sharp knife.,Wounds
"Suddenly, They cleaned the wound and applied a dressing.",Wounds
"Early morning, a bystander's wrist was immobilized with a splint.",Fractures
She had itching and redness after the sting.,Bee Sting
He panicked as he gasped for air. in the pool.,Choking
"Feeling faint, a bystander had a brief loss of consciousness.",Fainting
the patient felt a sharp pain and saw redness where the bee stung.,Bee Sting
"Early morning, a bystander got black spots before fainting.",Fainting
"In the evening, they found two puncture marks and felt numbness.",Snake Bite
They cleaned the wound and applied a dressing.,Wounds
"Suddenly, the victim got black spots before fainting.",Fainting
"Suddenly, the patient saw a scorpion and got stung on the hand.",Scorpion Sting
"In the evening, She was rescued from the lake after almost drowning.",Drowning
a bystander struggled in the water until they were pulled out.,Drowning
"In the evening, She suffered a third-degree burn in the accident.",Burns
"the patient fell silent, clutching the neck.",Choking
"Early morning, She saw a bystander slump to the ground after becoming lightheaded.",Fainting
She was rescued from the lake after almost drowning.,Drowning
they needed antivenom after the sting.,Scorpion Sting
Emily struggled in the water until they were pulled out.,Drowning
X-ray confirmed a fracture in they's leg.,Fractures
they touched a live wire and felt a strong electric jolt.,Electric Shock
"Early morning, they saw a scorpion and got stung on the hand. on the street.",Scorpion Sting
"Without warning, While swimming, Emily inhaled water and began to choke. at work.",Drowning
"Without warning, He was stung by a bee and the area swelled up. on the street.",Bee Sting
Call 101 and give CPR to she without hesitation. in the pool.,CPR
she got black spots before fainting.,Fainting
"Without warning, Allergic, they needed medical help after the bee sting.",Bee Sting
John's skin was torn and bleeding. in the pool.,Wounds
"During lunch, a bystander burned their hand on a hot stove. at work.",Burns
"Early morning, the victim fell silent, clutching the neck.",Choking
"Early morning, the victim washed the spot where the bee stung. at work.",Bee Sting
She couldn't move the broken bone.,Fractures
he was thrown back by the electrical current. in the pool.,Electric Shock
"Suddenly, Allergic, the patient needed medical help after the bee sting.",Bee Sting
"Suddenly, She cleaned the bite and immobilized her leg.",Snake Bite
"In the evening, he cut their arm with a sharp knife.",Wounds
"Without warning, Allergic, a bystander needed medical help after the bee sting.",Bee Sting
"Early morning, Allergic, a bystander needed medical help after the bee sting.",Bee Sting
X-ray confirmed a fracture in he's leg.,Fractures
He had swelling and pain after the fall.,Fractures
"Without warning, They rushed Emily to the hospital with snake venom symptoms.",Snake Bite
the patient felt a sharp pain and saw redness where the bee stung.,Bee Sting
"In the evening, the patient burned their hand on a hot stove.",Burns
a bystander had foaming at the mouth and erratic behavior.,Rabies
"Early morning, Allergic, John needed medical help after the bee sting. in the pool.",Bee Sting
"After the dog bite, he developed high fever and aggression.",Rabies
she had foaming at the mouth and erratic behavior.,Rabies
He had blisters after touching the boiling water. in the pool.,Burns
she received the rabies vaccine after the dog attack.,Rabies
"Suddenly, They rushed the victim to the hospital with snake venom symptoms.",Snake Bite
"During lunch, X-ray confirmed a fracture in they's leg.",Fractures
"he fell silent, clutching the neck.",Choking
"Early morning, the patient lost consciousness and needed chest compressions and rescue breaths.",CPR
the patient burned their hand on a hot stove.,Burns
she had foaming at the mouth and erratic behavior. in the park.,Rabies
"In the evening, They rushed the victim to the hospital with snake venom symptoms.",Snake Bite
"In the evening, He described burning sensation after scorpion sting.",Scorpion Sting
"Early morning, John needed antivenom after the sting.",Scorpion Sting
He had blisters after touching the boiling water. in the park.,Burns
a bystander struggled in the water until they were pulled out.,Drowning
the victim was thrown back by the electrical current.,Electric Shock
They rushed she to the hospital with snake venom symptoms.,Snake Bite
"During lunch, they saw a scorpion and got stung on the hand.",Scorpion Sting
"Early morning, The device malfunctioned and gave John an unexpected shock.",Electric Shock
a bystander felt dizziness after the snake bite.,Snake Bite
they felt extreme pain and saw damaged skin.,Burns
They cooled the burn under running water. in the park.,Burns
He was stung by a bee and the area swelled up. in the pool.,Bee Sting
"In the evening, She had itching and redness after the sting.",Bee Sting
"Suddenly, They cleaned the wound and applied a dressing.",Wounds
the victim found two puncture marks and felt numbness.,Snake Bite
a bystander washed the spot where the bee stung.,Bee Sting
"Suddenly, the patient suddenly collapsed and pressed on his chest to restart the heart.",CPR
"In the evening, Sharp pain spread from the sting site.",Scorpion Sting
Someone applied abdominal thrusts when John couldn't cough. in the park.,Choking
"After the dog bite, the patient developed high fever and aggression.",Rabies
They cooled the burn under running water. in the park.,Burns
"Suddenly, They cooled the burn under running water. on the street.",Burns
"Early morning, Emily's skin was torn and bleeding.",Wounds
"During lunch, He was bitten by a snake while hiking.",Snake Bite
"In shallow water, the victim lost consciousness and needed help.",Drowning
"Suddenly, John got black spots before fainting. in the pool.",Fainting
They cooled the burn under running water. at home.,Burns
"Suddenly, Emily suddenly collapsed and pressed on his chest to restart the heart.",CPR
"During lunch, they felt extreme pain and saw damaged skin.",Burns
"In the evening, While swimming, the patient inhaled water and began to choke.",Drowning
"During lunch, the patient was thrown back by the electrical current.",Electric Shock
Rescuers found she submerged and not breathing.,Drowning
"Without warning, He panicked as he gasped for air.",Choking
"Suddenly, he was thrown back by the electrical current.",Electric Shock
"Suddenly, After the dog bite, the patient developed high fever and aggression.",Rabies
He had blisters after touching the boiling water.,Burns
"During lunch, Emily felt a sharp pain and saw redness where the bee stung.",Bee Sting
"After the dog bite, he developed high fever and aggression. in the pool.",Rabies
Perform CPR immediately when John stopped breathing. at home.,CPR
"Without warning, Call 101 and give CPR to the patient without hesitation.",CPR
the victim felt extreme pain and saw damaged skin.,Burns
"Early morning, He panicked as she gasped for air.",Choking
Emily was thrown back by the electrical current.,Electric Shock
"Early morning, Feeling faint, she had a brief loss of consciousness. in the park.",Fainting
"In the evening, John found two puncture marks and felt numbness. at work.",Snake Bite
"In the evening, In shallow water, they lost consciousness and needed help.",Drowning
She cleaned the bite and immobilized her leg.,Snake Bite
"Without warning, she burned their hand on a hot stove.",Burns
He described burning sensation after scorpion sting.,Scorpion Sting
"After the shock, Emily had burns at the entry and exit points.",Electric Shock
She cleaned the bite and immobilized her leg. in the park.,Snake Bite
"In the evening, the patient struggled in the water until they were pulled out.",Drowning
the patient burned their hand on a hot stove. at home.,Burns
"In the evening, He panicked as the victim gasped for air.",Choking
"Suddenly, he washed the area and sought immediate care.",Scorpion Sting
"In shallow water, Emily lost consciousness and needed help.",Drowning
"Suddenly, She had a deep wound on the leg.",Wounds
"During lunch, While swimming, he inhaled water and began to choke.",Drowning
"During lunch, He stood up too quickly and he lost consciousness temporarily.",Fainting
"Suddenly, She cleaned the bite and immobilized her leg.",Snake Bite
"During lunch, He panicked as John gasped for air. at home.",Choking
John felt dizziness after the snake bite.,Snake Bite
He had swelling and pain after the fall.,Fractures
"After the dog bite, John developed high fever and aggression.",Rabies
They cooled the burn under running water.,Burns
"Early morning, He had blisters after touching the boiling water.",Burns
"Early morning, X-ray confirmed a fracture in the patient's leg. on the street.",Fractures
"Without warning, In shallow water, the patient lost consciousness and needed help.",Drowning
Perform CPR immediately when she stopped breathing.,CPR
"Early morning, They rushed the patient to the hospital with snake venom symptoms. in the pool.",Snake Bite
"During lunch, After the dog bite, he developed high fever and aggression.",Rabies
"In the evening, Emily's wrist was immobilized with a splint.",Fractures
Perform CPR immediately when the victim stopped breathing.,CPR
they needed antivenom after the sting.,Scorpion Sting
"Without warning, After the dog bite, they developed high fever and aggression.",Rabies
"Early morning, They rushed Emily to the hospital with snake venom symptoms.",Snake Bite
"In the evening, While swimming, he inhaled water and began to choke.",Drowning
"Suddenly, the victim lost consciousness and needed chest compressions and rescue breaths.",CPR
The device malfunctioned and gave the patient an unexpected shock. in the pool.,Electric Shock
She had itching and redness after the sting.,Bee Sting
"In the evening, After the shock, the victim had burns at the entry and exit points.",Electric Shock
"Early morning, they felt dizzy and then suddenly passed out. at work.",Fainting
she saw a scorpion and got stung on the hand. on the street.,Scorpion Sting
John suddenly collapsed and pressed on his chest to restart the heart.,CPR
He was stung by a bee and the area swelled up.,Bee Sting
"Early morning, X-ray confirmed a fracture in John's leg.",Fractures
"Without warning, a bystander washed the area and sought immediate care.",Scorpion Sting
"In the evening, After the dog bite, the victim developed high fever and aggression.",Rabies
"Without warning, She couldn't move the broken bone.",Fractures
she washed the spot where the bee stung.,Bee Sting
"Suddenly, She had a deep wound on the leg. in the park.",Wounds
she felt dizzy and then suddenly passed out.,Fainting
"During lunch, A fall caused a large scratch on John's back.",Wounds
"Early morning, she washed the spot where the bee stung.",Bee Sting
"During lunch, a bystander had foaming at the mouth and erratic behavior.",Rabies
John burned their hand on a hot stove.,Burns
"a bystander fell silent, clutching the neck.",Choking
Sharp pain spread from the sting site.,Scorpion Sting
He was bitten by a snake while hiking. at home.,Snake Bite
She was rescued from the lake after almost drowning.,Drowning
he suddenly collapsed and pressed on his chest to restart the heart. at home.,CPR
"In the evening, During dinner, John started choking on food.",Choking
"Suddenly, While swimming, John inhaled water and began to choke.",Drowning
A fall caused a large scratch on they's back.,Wounds
"After the shock, the patient had burns at the entry and exit points.",Electric Shock
John needed antivenom after the sting.,Scorpion Sting
"Early morning, After the shock, a bystander had burns at the entry and exit points. in the park.",Electric Shock
They rushed they to the hospital with snake venom symptoms. in the pool.,Snake Bite
"Suddenly, He stood up too quickly and John lost consciousness temporarily.",Fainting
"Early morning, Sharp pain spread from the sting site.",Scorpion Sting
"Suddenly, Emily fell and broke the arm.",Fractures
She noticed the patient was unresponsive and began CPR.,CPR
"Early morning, After the shock, the patient had burns at the entry and exit points.",Electric Shock
"In the evening, He panicked as they gasped for air.",Choking
"Suddenly, the patient got black spots before fainting.",Fainting
John burned their hand on a hot stove.,Burns
He had blisters after touching the boiling water.,Burns
"During lunch, He had swelling and pain after the fall. on the street.",Fractures
Sharp pain spread from the sting site.,Scorpion Sting
"Suddenly, X-ray confirmed a fracture in he's leg.",Fractures
